Stock,Count,Buy,Sell,2T,2TB,2TS,3T,3TB,3TS,5T,5TB,5TS
HBC,5,0,3,3,0,1,1,0,0,1,0,0
KBC,5,1,3,0,0,0,0,0,0,0,0,0
DBC,5,1,3,1,0,0,1,0,0,0,0,0
IDC,4,0,2,0,0,0,0,0,0,0,0,0
NLG,4,2,1,2,1,0,2,1,0,1,0,0
CTR,4,2,2,1,0,1,1,0,1,0,0,0
HCM,4,2,0,1,0,0,1,0,0,0,0,0
CTI,4,3,1,0,0,0,0,0,0,0,0,0
BID,4,1,1,1,0,0,1,0,0,1,0,0
ACV,4,1,3,1,0,1,1,0,1,0,0,0
TPB,3,1,1,2,0,1,1,0,1,1,0,1
POW,3,0,2,2,0,1,2,0,1,1,0,0
PLC,3,0,2,0,0,0,0,0,0,0,0,0
PNJ,3,0,2,2,0,1,1,0,0,1,0,0
TNG,3,0,2,1,0,0,1,0,0,1,0,0
VND,2,0,0,1,0,0,0,0,0,0,0,0
DGC,2,0,1,1,0,0,1,0,0,0,0,0
HDG,2,0,1,0,0,0,0,0,0,0,0,0
CKG,2,0,0,0,0,0,0,0,0,0,0,0
SAB,2,0,0,0,0,0,0,0,0,0,0,0
VCS,2,0,2,0,0,0,0,0,0,0,0,0
VJC,2,0,0,2,0,0,1,0,0,1,0,0
TDH,2,0,0,0,0,0,0,0,0,0,0,0
PTB,2,0,2,0,0,0,0,0,0,0,0,0
GAS,2,0,1,1,0,0,1,0,0,1,0,0
TCH,2,0,0,2,0,0,1,0,0,1,0,0
OIL,2,0,2,0,0,0,0,0,0,0,0,0
VGI,2,1,1,0,0,0,0,0,0,0,0,0
VCB,2,0,0,1,0,0,1,0,0,1,0,0
DCM,2,1,0,0,0,0,0,0,0,0,0,0
KDH,2,1,0,0,0,0,0,0,0,0,0,0
TVC,2,0,1,0,0,0,0,0,0,0,0,0
APH,2,0,0,0,0,0,0,0,0,0,0,0
DHC,2,1,1,1,0,1,1,0,1,0,0,0
KSB,2,0,1,1,0,0,1,0,0,1,0,0
TIG,2,1,1,0,0,0,0,0,0,0,0,0
TCM,2,0,0,1,0,0,1,0,0,1,0,0
CRE,2,0,0,0,0,0,0,0,0,0,0,0
ITA,2,0,1,1,0,0,1,0,0,1,0,0
HAG,2,0,0,2,0,0,2,0,0,0,0,0
DXG,2,1,0,2,1,0,0,0,0,0,0,0
KHP,1,0,0,0,0,0,0,0,0,0,0,0
AAA,1,0,0,1,0,0,1,0,0,0,0,0
FRT,1,0,0,1,0,0,1,0,0,0,0,0
ASM,1,0,0,1,0,0,1,0,0,1,0,0
GIL,1,0,0,0,0,0,0,0,0,0,0,0
PLX,1,0,0,1,0,0,1,0,0,0,0,0
DRC,1,0,0,1,0,0,1,0,0,1,0,0
IDI,1,0,0,0,0,0,0,0,0,0,0,0
TAR,1,0,1,0,0,0,0,0,0,0,0,0
HTN,1,0,0,1,0,0,0,0,0,0,0,0
HAH,1,0,0,0,0,0,0,0,0,0,0,0
SJD,1,0,0,1,0,0,0,0,0,0,0,0
BVH,1,0,0,1,0,0,1,0,0,0,0,0
VCP,1,0,0,1,0,0,0,0,0,0,0,0
VTP,1,1,0,0,0,0,0,0,0,0,0,0
TCL,1,0,0,0,0,0,0,0,0,0,0,0
LDG,1,0,0,1,0,0,0,0,0,0,0,0
VCI,1,0,0,1,0,0,1,0,0,1,0,0
EIB,1,0,0,0,0,0,0,0,0,0,0,0
VCR,1,1,0,0,0,0,0,0,0,0,0,0
PVD,1,0,0,1,0,0,1,0,0,1,0,0
SZC,1,0,0,1,0,0,1,0,0,0,0,0
DPM,1,0,0,0,0,0,0,0,0,0,0,0
NNC,1,0,0,1,0,0,1,0,0,1,0,0
KDC,1,0,0,1,0,0,0,0,0,0,0,0
HT1,1,0,0,0,0,0,0,0,0,0,0,0
SBT,1,0,0,1,0,0,1,0,0,1,0,0
HPX,1,0,0,0,0,0,0,0,0,0,0,0
HAX,1,0,0,0,0,0,0,0,0,0,0,0
FMC,1,0,0,1,0,0,0,0,0,0,0,0
BMP,1,0,0,1,0,0,1,0,0,0,0,0
KLF,1,0,1,0,0,0,0,0,0,0,0,0
AGG,1,0,1,0,0,0,0,0,0,0,0,0
NDN,1,0,1,1,0,1,0,0,0,0,0,0
LCG,1,0,0,1,0,0,1,0,0,0,0,0
CTS,1,0,0,0,0,0,0,0,0,0,0,0
PDR,1,0,0,1,0,0,0,0,0,0,0,0
AGR,1,0,0,1,0,0,1,0,0,0,0,0
VIC,1,0,0,1,0,0,1,0,0,1,0,0
GVR,1,0,0,1,0,0,1,0,0,1,0,0
FLC,1,0,0,0,0,0,0,0,0,0,0,0
PET,1,0,0,1,0,0,0,0,0,0,0,0
DPR,1,0,0,1,0,0,0,0,0,0,0,0
POM,1,0,0,0,0,0,0,0,0,0,0,0
BMI,1,0,0,0,0,0,0,0,0,0,0,0
DRH,1,0,0,0,0,0,0,0,0,0,0,0
APG,1,0,0,1,0,0,0,0,0,0,0,0
PVT,1,0,0,0,0,0,0,0,0,0,0,0
HLD,1,0,0,0,0,0,0,0,0,0,0,0
BWE,1,0,0,1,0,0,1,0,0,0,0,0
SHI,1,1,0,0,0,0,0,0,0,0,0,0
VPG,1,1,0,0,0,0,0,0,0,0,0,0
SCR,1,0,0,1,0,0,0,0,0,0,0,0
HUT,1,0,1,0,0,0,0,0,0,0,0,0
SKG,0,0,0,0,0,0,0,0,0,0,0,0
IMP,0,0,0,0,0,0,0,0,0,0,0,0
YEG,0,0,0,0,0,0,0,0,0,0,0,0
SGR,0,0,0,0,0,0,0,0,0,0,0,0
TLD,0,0,0,0,0,0,0,0,0,0,0,0
MCH,0,0,0,0,0,0,0,0,0,0,0,0
FIR,0,0,0,0,0,0,0,0,0,0,0,0
TAC,0,0,0,0,0,0,0,0,0,0,0,0
TTF,0,0,0,0,0,0,0,0,0,0,0,0
NSC,0,0,0,0,0,0,0,0,0,0,0,0
LIX,0,0,0,0,0,0,0,0,0,0,0,0
SPI,0,0,0,0,0,0,0,0,0,0,0,0
VLC,0,0,0,0,0,0,0,0,0,0,0,0
SRA,0,0,0,0,0,0,0,0,0,0,0,0
TNI,0,0,0,0,0,0,0,0,0,0,0,0
VTR,0,0,0,0,0,0,0,0,0,0,0,0
SJF,0,0,0,0,0,0,0,0,0,0,0,0
VTD,0,0,0,0,0,0,0,0,0,0,0,0
DHT,0,0,0,0,0,0,0,0,0,0,0,0
C47,0,0,0,0,0,0,0,0,0,0,0,0
CVT,0,0,0,0,0,0,0,0,0,0,0,0
DRI,0,0,0,0,0,0,0,0,0,0,0,0
TVN,0,0,0,0,0,0,0,0,0,0,0,0
TYA,0,0,0,0,0,0,0,0,0,0,0,0
ABS,0,0,0,0,0,0,0,0,0,0,0,0
EVE,0,0,0,0,0,0,0,0,0,0,0,0
PAC,0,0,0,0,0,0,0,0,0,0,0,0
NHH,0,0,0,0,0,0,0,0,0,0,0,0
L14,0,0,0,0,0,0,0,0,0,0,0,0
ITD,0,0,0,0,0,0,0,0,0,0,0,0
LSS,0,0,0,0,0,0,0,0,0,0,0,0
ILB,0,0,0,0,0,0,0,0,0,0,0,0
TTB,0,0,0,0,0,0,0,0,0,0,0,0
NRC,0,0,0,0,0,0,0,0,0,0,0,0
NAF,0,0,0,0,0,0,0,0,0,0,0,0
PXS,0,0,0,0,0,0,0,0,0,0,0,0
MST,0,0,0,0,0,0,0,0,0,0,0,0
VRC,0,0,0,0,0,0,0,0,0,0,0,0
SZL,0,0,0,0,0,0,0,0,0,0,0,0
BVS,0,0,0,0,0,0,0,0,0,0,0,0
IDJ,0,0,0,0,0,0,0,0,0,0,0,0
PGS,0,0,0,0,0,0,0,0,0,0,0,0
LTG,0,0,0,0,0,0,0,0,0,0,0,0
ADG,0,0,0,0,0,0,0,0,0,0,0,0
AFX,0,0,0,0,0,0,0,0,0,0,0,0
ORS,0,0,0,0,0,0,0,0,0,0,0,0
VSC,0,0,0,0,0,0,0,0,0,0,0,0
SNZ,0,0,0,0,0,0,0,0,0,0,0,0
VRG,0,0,0,0,0,0,0,0,0,0,0,0
APC,0,0,0,0,0,0,0,0,0,0,0,0
FTM,0,0,0,0,0,0,0,0,0,0,0,0
SLS,0,0,0,0,0,0,0,0,0,0,0,0
S99,0,0,0,0,0,0,0,0,0,0,0,0
TDM,0,0,0,0,0,0,0,0,0,0,0,0
HVN,0,0,0,0,0,0,0,0,0,0,0,0
HAP,0,0,0,0,0,0,0,0,0,0,0,0
VGT,0,0,0,0,0,0,0,0,0,0,0,0
BCG,0,0,0,0,0,0,0,0,0,0,0,0
NTC,0,0,0,0,0,0,0,0,0,0,0,0
IJC,0,0,0,0,0,0,0,0,0,0,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0
AGM,0,0,0,0,0,0,0,0,0,0,0,0
HAD,0,0,0,0,0,0,0,0,0,0,0,0
TDN,0,0,0,0,0,0,0,0,0,0,0,0
MFS,0,0,0,0,0,0,0,0,0,0,0,0
QTP,0,0,0,0,0,0,0,0,0,0,0,0
VPH,0,0,0,0,0,0,0,0,0,0,0,0
DAH,0,0,0,0,0,0,0,0,0,0,0,0
DBD,0,0,0,0,0,0,0,0,0,0,0,0
OGC,0,0,0,0,0,0,0,0,0,0,0,0
HAR,0,0,0,0,0,0,0,0,0,0,0,0
VGC,0,0,0,0,0,0,0,0,0,0,0,0
CHP,0,0,0,0,0,0,0,0,0,0,0,0
DVP,0,0,0,0,0,0,0,0,0,0,0,0
KMR,0,0,0,0,0,0,0,0,0,0,0,0
C69,0,0,0,0,0,0,0,0,0,0,0,0
ITQ,0,0,0,0,0,0,0,0,0,0,0,0
KLB,0,0,0,0,0,0,0,0,0,0,0,0
PVL,0,0,0,0,0,0,0,0,0,0,0,0
BSI,0,0,0,0,0,0,0,0,0,0,0,0
FIT,0,0,0,0,0,0,0,0,0,0,0,0
ANV,0,0,0,0,0,0,0,0,0,0,0,0
MLS,0,0,0,0,0,0,0,0,0,0,0,0
C4G,0,0,0,0,0,0,0,0,0,0,0,0
CSM,0,0,0,0,0,0,0,0,0,0,0,0
SGP,0,0,0,0,0,0,0,0,0,0,0,0
CMX,0,0,0,0,0,0,0,0,0,0,0,0
TLG,0,0,0,0,0,0,0,0,0,0,0,0
DDG,0,0,0,0,0,0,0,0,0,0,0,0
DSN,0,0,0,0,0,0,0,0,0,0,0,0
ABC,0,0,0,0,0,0,0,0,0,0,0,0
PAS,0,0,0,0,0,0,0,0,0,0,0,0
NTP,0,0,0,0,0,0,0,0,0,0,0,0
BCC,0,0,0,0,0,0,0,0,0,0,0,0
LAS,0,0,0,0,0,0,0,0,0,0,0,0
GDT,0,0,0,0,0,0,0,0,0,0,0,0
PSD,0,0,0,0,0,0,0,0,0,0,0,0
BOT,0,0,0,0,0,0,0,0,0,0,0,0
NT2,0,0,0,0,0,0,0,0,0,0,0,0
GKM,0,0,0,0,0,0,0,0,0,0,0,0
ADS,0,0,0,0,0,0,0,0,0,0,0,0
SAV,0,0,0,0,0,0,0,0,0,0,0,0
HVH,0,0,0,0,0,0,0,0,0,0,0,0
TGG,0,0,0,0,0,0,0,0,0,0,0,0
CIA,0,0,0,0,0,0,0,0,0,0,0,0
SMB,0,0,0,0,0,0,0,0,0,0,0,0
SMC,0,0,0,0,0,0,0,0,0,0,0,0
C32,0,0,0,0,0,0,0,0,0,0,0,0
TSC,0,0,0,0,0,0,0,0,0,0,0,0
VGS,0,0,0,0,0,0,0,0,0,0,0,0
GEG,0,0,0,0,0,0,0,0,0,0,0,0
PVI,0,0,0,0,0,0,0,0,0,0,0,0
DHM,0,0,0,0,0,0,0,0,0,0,0,0
PLP,0,0,0,0,0,0,0,0,0,0,0,0
HCD,0,0,0,0,0,0,0,0,0,0,0,0
SBA,0,0,0,0,0,0,0,0,0,0,0,0
TDG,0,0,0,0,0,0,0,0,0,0,0,0
SBV,0,0,0,0,0,0,0,0,0,0,0,0
SAM,0,0,0,0,0,0,0,0,0,0,0,0
DMC,0,0,0,0,0,0,0,0,0,0,0,0
DLG,0,0,0,0,0,0,0,0,0,0,0,0
SCS,0,0,0,0,0,0,0,0,0,0,0,0
PGN,0,0,0,0,0,0,0,0,0,0,0,0
DTA,0,0,0,0,0,0,0,0,0,0,0,0
BCM,0,0,0,0,0,0,0,0,0,0,0,0
PHC,0,0,0,0,0,0,0,0,0,0,0,0
BTD,0,0,0,0,0,0,0,0,0,0,0,0
MPT,0,0,0,0,0,0,0,0,0,0,0,0
MPC,0,0,0,0,0,0,0,0,0,0,0,0
SWC,0,0,0,0,0,0,0,0,0,0,0,0
VHE,0,0,0,0,0,0,0,0,0,0,0,0
VIB,0,0,0,0,0,0,0,0,0,0,0,0
VEA,0,0,0,0,0,0,0,0,0,0,0,0
AST,0,0,0,0,0,0,0,0,0,0,0,0
CLG,0,0,0,0,0,0,0,0,0,0,0,0
TV2,0,0,0,0,0,0,0,0,0,0,0,0
AMV,0,0,0,0,0,0,0,0,0,0,0,0
DST,0,0,0,0,0,0,0,0,0,0,0,0
SSN,0,0,0,0,0,0,0,0,0,0,0,0
VOS,0,0,0,0,0,0,0,0,0,0,0,0
MML,0,0,0,0,0,0,0,0,0,0,0,0
SKH,0,0,0,0,0,0,0,0,0,0,0,0
TNT,0,0,0,0,0,0,0,0,0,0,0,0
QCG,0,0,0,0,0,0,0,0,0,0,0,0
TTZ,0,0,0,0,0,0,0,0,0,0,0,0
VNA,0,0,0,0,0,0,0,0,0,0,0,0
PVV,0,0,0,0,0,0,0,0,0,0,0,0
REE,0,0,0,0,0,0,0,0,0,0,0,0
NVB,0,0,0,0,0,0,0,0,0,0,0,0
IDV,0,0,0,0,0,0,0,0,0,0,0,0
NCT,0,0,0,0,0,0,0,0,0,0,0,0
THG,0,0,0,0,0,0,0,0,0,0,0,0
DNM,0,0,0,0,0,0,0,0,0,0,0,0
EVF,0,0,0,0,0,0,0,0,0,0,0,0
VSH,0,0,0,0,0,0,0,0,0,0,0,0
JVC,0,0,0,0,0,0,0,0,0,0,0,0
VIP,0,0,0,0,0,0,0,0,0,0,0,0
VHC,0,0,0,0,0,0,0,0,0,0,0,0
VIG,0,0,0,0,0,0,0,0,0,0,0,0
DTD,0,0,0,0,0,0,0,0,0,0,0,0
SBS,0,0,0,0,0,0,0,0,0,0,0,0
MHC,0,0,0,0,0,0,0,0,0,0,0,0
TDC,0,0,0,0,0,0,0,0,0,0,0,0
NBB,0,0,0,0,0,0,0,0,0,0,0,0
DCL,0,0,0,0,0,0,0,0,0,0,0,0
TDT,0,0,0,0,0,0,0,0,0,0,0,0
CRC,0,0,0,0,0,0,0,0,0,0,0,0
HAI,0,0,0,0,0,0,0,0,0,0,0,0
STH,0,0,0,0,0,0,0,0,0,0,0,0
QNS,0,0,0,0,0,0,0,0,0,0,0,0
MSH,0,0,0,0,0,0,0,0,0,0,0,0
DXP,0,0,0,0,0,0,0,0,0,0,0,0
PPC,0,0,0,0,0,0,0,0,0,0,0,0
CSV,0,0,0,0,0,0,0,0,0,0,0,0
ASP,0,0,0,0,0,0,0,0,0,0,0,0
KSH,0,0,0,0,0,0,0,0,0,0,0,0
PSH,0,0,0,0,0,0,0,0,0,0,0,0
NTL,0,0,0,0,0,0,0,0,0,0,0,0
BMC,0,0,0,0,0,0,0,0,0,0,0,0
HND,0,0,0,0,0,0,0,0,0,0,0,0
FOX,0,0,0,0,0,0,0,0,0,0,0,0
ART,0,0,0,0,0,0,0,0,0,0,0,0
ASG,0,0,0,0,0,0,0,0,0,0,0,0
KDF,0,0,0,0,0,0,0,0,0,0,0,0
TIP,0,0,0,0,0,0,0,0,0,0,0,0
FTS,0,0,0,0,0,0,0,0,0,0,0,0
DAG,0,0,0,0,0,0,0,0,0,0,0,0
DVN,0,0,0,0,0,0,0,0,0,0,0,0
STK,0,0,0,0,0,0,0,0,0,0,0,0
QBS,0,0,0,0,0,0,0,0,0,0,0,0
PFL,0,0,0,0,0,0,0,0,0,0,0,0
TVS,0,0,0,0,0,0,0,0,0,0,0,0
VCG,0,0,0,0,0,0,0,0,0,0,0,0
HHS,0,0,0,0,0,0,0,0,0,0,0,0
HDC,0,0,0,0,0,0,0,0,0,0,0,0
MBG,0,0,0,0,0,0,0,0,0,0,0,0
FCN,0,0,0,0,0,0,0,0,0,0,0,0
CMG,0,0,0,0,0,0,0,0,0,0,0,0
CCL,0,0,0,0,0,0,0,0,0,0,0,0
SD5,0,0,0,0,0,0,0,0,0,0,0,0
SDT,0,0,0,0,0,0,0,0,0,0,0,0
TTH,0,0,0,0,0,0,0,0,0,0,0,0
HID,0,0,0,0,0,0,0,0,0,0,0,0
SHA,0,0,0,0,0,0,0,0,0,0,0,0
IBC,0,0,0,0,0,0,0,0,0,0,0,0
ROS,0,0,0,0,0,0,0,0,0,0,0,0
KOS,0,0,0,0,0,0,0,0,0,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,0,0
PC1,0,0,0,0,0,0,0,0,0,0,0,0
ACL,0,0,0,0,0,0,0,0,0,0,0,0
AAS,0,0,0,0,0,0,0,0,0,0,0,0
TN1,0,0,0,0,0,0,0,0,0,0,0,0
TCW,0,0,0,0,0,0,0,0,0,0,0,0
BII,0,0,0,0,0,0,0,0,0,0,0,0
SFG,0,0,0,0,0,0,0,0,0,0,0,0
HII,0,0,0,0,0,0,0,0,0,0,0,0
SRC,0,0,0,0,0,0,0,0,0,0,0,0
D2D,0,0,0,0,0,0,0,0,0,0,0,0
CNG,0,0,0,0,0,0,0,0,0,0,0,0
DHA,0,0,0,0,0,0,0,0,0,0,0,0
SJS,0,0,0,0,0,0,0,0,0,0,0,0
SD9,0,0,0,0,0,0,0,0,0,0,0,0
DPG,0,0,0,0,0,0,0,0,0,0,0,0
HQC,0,0,0,0,0,0,0,0,0,0,0,0
DQC,0,0,0,0,0,0,0,0,0,0,0,0
EVG,0,0,0,0,0,0,0,0,0,0,0,0
BIC,0,0,0,0,0,0,0,0,0,0,0,0
PXT,0,0,0,0,0,0,0,0,0,0,0,0
PWA,0,0,0,0,0,0,0,0,0,0,0,0
AMD,0,0,0,0,0,0,0,0,0,0,0,0
VNE,0,0,0,0,0,0,0,0,0,0,0,0
TVB,0,0,0,0,0,0,0,0,0,0,0,0
HDA,0,0,0,0,0,0,0,0,0,0,0,0
CTP,0,0,0,0,0,0,0,0,0,0,0,0
TLH,0,0,0,0,0,0,0,0,0,0,0,0
PVC,0,0,0,0,0,0,0,0,0,0,0,0
LGL,0,0,0,0,0,0,0,0,0,0,0,0
NHA,0,0,0,0,0,0,0,0,0,0,0,0
AAV,0,0,0,0,0,0,0,0,0,0,0,0
HHP,0,0,0,0,0,0,0,0,0,0,0,0
SDD,0,0,0,0,0,0,0,0,0,0,0,0
TNA,0,0,0,0,0,0,0,0,0,0,0,0
TBC,0,0,0,0,0,0,0,0,0,0,0,0
DS3,0,0,0,0,0,0,0,0,0,0,0,0
SEA,0,0,0,0,0,0,0,0,0,0,0,0
HSL,0,0,0,0,0,0,0,0,0,0,0,0
TTN,0,0,0,0,0,0,0,0,0,0,0,0
VC3,0,0,0,0,0,0,0,0,0,0,0,0
TXM,0,0,0,0,0,0,0,0,0,0,0,0
ELC,0,0,0,0,0,0,0,0,0,0,0,0
PVB,0,0,0,0,0,0,0,0,0,0,0,0
LIG,0,0,0,0,0,0,0,0,0,0,0,0
BFC,0,0,0,0,0,0,0,0,0,0,0,0
LHG,0,0,0,0,0,0,0,0,0,0,0,0
PXL,0,0,0,0,0,0,0,0,0,0,0,0
TCT,0,0,0,0,0,0,0,0,0,0,0,0
SFI,0,0,0,0,0,0,0,0,0,0,0,0
DGW,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0,0,0,0,0,0,0,0,0,0,0,0
MBS,0,0,0,0,0,0,0,0,0,0,0,0
SD6,0,0,0,0,0,0,0,0,0,0,0,0
CVN,0,0,0,0,0,0,0,0,0,0,0,0
VNP,0,0,0,0,0,0,0,0,0,0,0,0
VNG,0,0,0,0,0,0,0,0,0,0,0,0
CTF,0,0,0,0,0,0,0,0,0,0,0,0
VOC,0,0,0,0,0,0,0,0,0,0,0,0
ABI,0,0,0,0,0,0,0,0,0,0,0,0
ACM,0,0,0,0,0,0,0,0,0,0,0,0
PAN,0,0,0,0,0,0,0,0,0,0,0,0
PVP,0,0,0,0,0,0,0,0,0,0,0,0
BAX,0,0,0,0,0,0,0,0,0,0,0,0
